x,y,freshwater_hci,popden2010,maxRDD,meanUSE,maxDOF,minCSI,maxSED
-5.625,39.875,32.9085639632586,1.31599516561716,11.2019104532676,8.40234142718929,100.0,85.878330646175,99.4661992139155
-5.375,39.875,1.0,,5.19736544920666,12.6595176092469,98.7659038883625,84.4567629370359,93.325926525758
-5.125,39.875,31.8539955457597,1.10613626271191,9.53227977941532,10.5409329480464,100.0,85.1176422421295,93.6780041987353
-4.875,39.875,41.284043153162,2.05503100215799,9.33570200854009,15.2400536112266,98.8082054818031,83.1222987411046,89.8468621886603
-4.625,39.875,32.6849377888006,1.14118563066615,8.01071979031704,13.7493492353081,98.926574404877,82.5743571366414,89.8468621886603
-4.375,39.875,37.9651563822102,1.3589865500384,10.5636728872167,14.9568831566537,100.0,83.2397007706142,80.2559654311378
-4.125,39.875,43.0623002492035,1.89846535720447,15.7755266321768,11.4334918484829,100.0,82.9103979733911,95.5125185522703
-3.875,39.875,44.4830242770218,1.66269428659194,15.7755266321768,15.0682373802261,100.0,80.9887045680887,91.5257671091816
-3.625,39.875,32.2672684874815,1.26445795049762,10.1475413482968,10.0990087679117,96.5086606469485,76.4708188500735,73.3282032579479
-3.375,39.875,8.88776744706452,1.18071068041395,11.4750767698382,4.13175951136221,1.0,2.59799768428991,1.0
-3.125,39.875,13.3429889144339,1.19031278213652,11.0053336266244,9.19325233686088,1.0,4.09418238271581,1.0
-2.875,39.875,17.5226153215993,1.07004177747387,6.67680183259567,16.2321222890722,1.0,10.2731005980237,1.0
-2.625,39.875,15.6599838178218,1.03053359849618,8.72044091177459,13.1396548582776,1.0,6.9734781095297,1.0
-2.375,39.875,23.3496808561673,1.02812475202107,8.96807661150942,10.0431574453222,83.7921897963722,34.1000471964921,18.5880377741143
-2.125,39.875,18.356842577356,1.03355038652916,5.31480147106813,8.49174839435237,71.6519119715927,29.8219964055732,18.5880377741143
-1.875,39.875,9.38936486567644,1.00909603556784,6.25556435915503,3.92206966286839,16.5536068453647,6.87703803034112,1.0
-1.625,39.875,17.1245106447203,1.00574216040054,7.83201302632247,7.49175005620069,51.1426113619663,18.7085519922842,1.0
-1.375,39.875,18.0728636634227,1.02567974072282,8.1166673414778,3.98180319531129,85.0093048397857,39.8348326730256,18.6529593892617
-1.125,39.875,20.6407008076998,1.02564493323317,7.19505111769874,6.52982315214554,94.9713149873337,42.890733775526,18.5285115005946
-0.875,39.875,7.22806708692199,1.00956601782305,7.19505111769874,4.29702938193142,1.0,2.63317599154935,1.0
-0.625,39.875,10.1960466413098,1.11742432754819,11.2682880741535,5.24469602226031,1.0,3.28118352606745,1.0
-0.375,39.875,15.4617736228918,1.32627041623144,10.7372737166905,10.1536354216019,1.0,5.4639986245939,1.0
-0.125,39.875,,,11.305305745342,17.2862307860119,100.0,90.5678022025835,96.1217823595104
2.625,39.875,,,7.68521799899564,8.41584158415842,1.0,3.38577421584932,1.0
2.875,39.875,,,9.24124292808004,12.0702073125556,1.0,4.1230305586711,1.0
3.125,39.875,,,9.01402955008025,16.2234787893767,1.0,6.69387213074335,1.0
3.875,39.875,,,7.48864070023641,21.3154160150207,1.0,5.82495963219369,1.0
4.125,39.875,,,6.02579872206886,18.2673255995949,1.0,5.60152412641166,1.0
4.375,39.875,,,6.02579872206886,21.1221128407091,1.0,5.60152412641166,1.0
8.375,39.875,,,3.1090500331161,19.5874582422842,1.0,5.47446826897045,1.0
8.625,39.875,,,7.93285464296247,8.31023112382039,100.0,74.1449035040223,74.3817471041538
8.875,39.875,29.6652726474861,1.15765212195935,12.4783874738334,6.17686781552759,99.5469952573871,82.1645680040416,95.5325136090269
9.125,39.875,25.1478674484075,1.14978073847176,11.6716545407135,5.43429355810184,100.0,56.067430855024,90.500006345239
9.375,39.875,26.5713011152814,1.05520683792558,12.9647245501528,4.54663923471281,100.0,79.7589745852027,97.1809009514233
9.625,39.875,,,9.12763671119614,6.25325712827173,100.0,51.0035901966661,85.9993585265509
15.625,39.875,,,10.922363016865,3.76237619041216,1.0,1.83718841854889,1.0
15.875,39.875,,,11.6448487385665,4.39218908253283,100.0,44.3236813686862,66.5495844170599
16.125,39.875,16.914554088242,1.41909137220666,11.8401489635505,1.42326738574717,100.0,44.3236813686862,66.5495844170599
16.375,39.875,1.0,,6.58361888167882,2.34958098666503,1.0,2.91933116346303,1.0
16.625,39.875,,,7.40311688715869,9.48844947437249,1.0,4.13690699209081,1.0
18.125,39.875,,,11.6933548804557,34.5544569563157,1.0,11.1027481532333,1.0
18.375,39.875,,,7.4260933564441,24.8667178767742,1.0,7.19675498433632,1.0
19.625,39.875,,,12.6060353647364,6.02310199548702,1.0,2.31980427657024,1.0
19.875,39.875,,,19.0024593088887,4.00609285524576,1.0,2.30059482083462,1.0
20.125,39.875,1.0,,17.0366853770643,2.47074707899943,77.9339101054881,39.7075350921933,67.6879051888343
20.375,39.875,21.2251446650384,1.03902897917398,22.6901989172001,2.06725845242491,100.0,46.6477913431602,78.142237899327
20.625,39.875,19.4910181023091,1.08825374062699,16.4673767467537,1.41599868783856,80.5259931205523,67.0578833853844,57.9670632239616
20.875,39.875,20.4253558032821,1.01166860117476,21.4137218966342,1.37281034252431,80.5259931205523,67.0578833853844,57.9670632239616
21.125,39.875,1.0,,26.3779404139755,1.53566374637113,1.0,2.29415893554688,1.0
21.375,39.875,6.75055901781536,1.0276418400578,12.2652157698527,1.68316836404328,6.66794682493304,3.23431184976408,1.0
21.625,39.875,15.8208446310981,1.04637276934515,10.5892020877045,2.38755304034394,95.3901158701075,32.1798721162399,1.0
21.875,39.875,15.5255324572241,1.09977653563613,10.5892020877045,2.13652943620587,95.5173001431002,32.1798721162399,1.0
22.125,39.875,10.9438388678257,1.19250725106438,13.7548635501673,5.29803993678329,1.0,3.07984304900217,1.0
22.375,39.875,19.9518031115952,1.10068156725109,17.0737030482528,9.66235245808516,1.0,10.1420940739093,4.91112246371732
22.625,39.875,,,10.1577532173383,14.3133881068466,1.0,10.520859520034,4.22667701645653
22.875,39.875,,,3.02735531684196,2.37623771818558,1.0,1.29033456934561,1.0
23.375,39.875,,,1.64620793691956,29.1089105133963,1.0,5.47729341110381,1.0
23.875,39.875,,,1.93979751945722,6.53465337092334,1.0,1.908542142056,1.0
25.125,39.875,,,9.42888543157294,8.78359303616061,100.0,62.8154716869392,92.7571740480933
25.375,39.875,,,1.19688819245537,7.32673229557453,1.0,2.20788634649598,1.0
26.125,39.875,,,3.66686995666806,3.83808990516285,24.0377917148099,19.6743049243889,28.2403719307172
26.375,39.875,18.5844681842604,1.39975960892026,6.39087091578115,4.34919088193686,56.0566968256884,37.2607580505975,48.7212568226427
26.625,39.875,19.5660694551466,1.18346518219107,4.52466247105362,4.70417820581115,100.0,68.4353214679378,93.817403056834
26.875,39.875,19.4586235424978,1.16235560709887,15.669578136784,3.92739277074833,69.0282613924234,23.6552323445235,1.0
27.125,39.875,10.3475775185398,1.23583879506234,5.06971803041968,3.96500105905061,22.4299062596689,9.11217868918239,1.0
27.375,39.875,21.6903289965971,1.21621477721941,5.70540333738421,5.72194769830987,100.0,61.6750282816368,92.3391587663405
27.625,39.875,14.9648461133455,1.07289255403056,4.98929967974672,2.32069539551688,95.1327106740215,57.2193183521233,78.5735177521658
27.875,39.875,13.1835054494512,1.23576337453162,5.81262749020416,1.31683169615151,100.0,50.1912107562075,86.467455873395
28.125,39.875,13.8515867683786,1.44935622073636,6.1968463482243,3.24387691988803,25.5947585153108,19.0496463586788,29.8565061965791
28.375,39.875,11.9177715392863,1.1671371094071,6.78274938375643,2.30033008178862,25.5947585153108,19.0496463586788,29.8565061965791
28.625,39.875,10.4767297941775,1.16023061299088,11.0602218325775,2.95976423981166,1.0,6.18392642181699,15.7169436464215
28.875,39.875,16.0315029067467,1.22611898891997,8.01071979031704,1.84199662491827,100.0,49.1293689992168,84.7739795647045
29.125,39.875,13.0977503874875,1.17620186935557,11.5669835912119,2.40229273786639,25.2469940940932,14.231018972869,19.5383430707573
29.375,39.875,12.007475140626,1.08795548872192,5.08375923232277,3.17789847307866,31.2780512441503,20.1969335574915,28.479797061127
29.625,39.875,7.22912499629212,1.39118916917555,5.80113901950345,4.18256414998876,1.0,2.43581639658106,1.0
29.875,39.875,9.29897558368862,1.26280507238785,8.42429765380255,4.82363842501499,1.0,3.22652382425743,1.0
30.125,39.875,10.7378678222332,1.6000241336256,8.42429765380255,5.81270633357586,1.0,3.22652382425743,1.0
30.375,39.875,28.8816948277172,2.29562343937336,5.93133964160881,7.06483491576544,88.9511486091236,69.2814893061572,84.4746504679765
30.625,39.875,33.3416582340714,3.11014203741999,6.0960047315843,9.07520445266572,81.0770544675317,64.8094101707534,73.1717251314975
30.875,39.875,25.6915174865782,1.26785526771357,5.5062728353066,10.8775884798258,75.9335357363861,58.0353311973043,68.2289199073716
31.125,39.875,17.3747918013402,1.06342482094718,5.34543660607668,3.61646708875599,72.8604609423345,56.3466591410118,63.8748017868193
31.375,39.875,2.51331282548615,1.06005222342982,4.09066016131108,1.50599273124544,1.0,1.27666209003713,1.0
31.625,39.875,11.4037025679376,1.0303022911643,1.0,6.11386157498501,84.8735469402653,48.1259298796701,48.5749197478342
31.875,39.875,12.9650153748309,1.03441078105185,1.0,10.3777035628215,84.8971074170405,41.9662739970897,21.4540198297784
32.125,39.875,11.7035300978305,1.03928909295856,4.95611134141979,5.55055495535973,1.0,11.4770719320467,22.5098676020556
32.375,39.875,17.7877997416613,1.63137936356044,6.38576545337639,4.43392106802157,17.3407280799186,27.1125038071434,30.6852491775362
32.625,39.875,28.7650774665672,14.2498073011342,4.95355861021741,3.11111105550634,42.2355009777711,29.9144933719446,49.1490014708868
32.875,39.875,45.3002832519368,24.6087895761622,7.45034642738871,3.31178041968015,100.0,56.3944977108795,82.3762648176439
33.125,39.875,8.86761755782091,2.82589303384913,13.7548635501673,1.51060819625854,1.0,2.46094807539836,1.0
33.375,39.875,29.5516289268677,1.46060627285797,6.23769382439037,9.37087465040755,100.0,84.7044463204865,98.5876479951462
33.625,39.875,6.87049840628432,1.32745265370548,8.22389102218175,1.24381190479392,1.0,5.29176315458694,1.0
33.875,39.875,7.28237587821574,1.04480645812974,6.0960047315843,1.28487847229042,13.5973420473609,10.2463523940285,21.6508166624768
34.125,39.875,15.2598990494519,1.11417507771218,6.27471149557888,5.23005240034349,25.0940360645256,20.7063580503558,22.393003784784
34.375,39.875,2.2042260140226,1.1256199071903,4.67018066066326,1.02676934387424,1.0,1.25489187712717,1.0
34.625,39.875,2.67548774440826,1.14359411567745,4.62550408769362,1.19754832864988,1.0,1.46157293036433,1.0
34.875,39.875,3.34234043536861,1.62813752004416,4.69443373160787,1.24174917098319,1.0,1.46157293036433,1.0
35.125,39.875,7.73343968433351,1.5725052592778,15.0313405707331,1.76096174976613,3.44087935910367,2.37006763420483,1.0
35.375,39.875,3.54154119372167,1.216093635205,5.39139001676352,1.72029698249137,1.0,1.37733988242574,1.0
35.625,39.875,3.73704870608253,1.16241645104814,10.350501183236,1.04702970769146,1.0,1.37399352423035,1.0
35.875,39.875,2.51454039987448,1.15923984806136,6.01686345468653,1.0,1.0,1.19625884707611,1.0
36.125,39.875,2.18509716889769,1.18288766629625,4.91015840284895,1.0,1.0,1.15086772654316,1.0
36.375,39.875,2.04112269816963,1.06934953001466,4.91015840284895,1.0,1.0,1.15086772654316,1.0
36.625,39.875,4.24380875818055,1.14744380854144,9.92543437693379,1.19545288605265,1.0,1.66097206644493,1.0
36.875,39.875,4.30596292228744,1.34626476481409,5.24459498943669,1.17986798286438,1.0,2.80169496441832,1.0
37.125,39.875,6.75122114155326,1.60741581775174,4.27574922542761,1.53889679672694,16.8815612792969,6.48914752620282,1.0
37.375,39.875,5.74407481471167,1.03977476753811,5.79603308498269,1.54861642582582,12.614385208281,4.88202689897896,1.0
37.625,39.875,3.00187475871559,1.08671034916793,7.15931004816943,1.11633664605641,1.0,1.30593328192683,1.0
37.875,39.875,3.28587332489922,1.07676065204167,7.96221317631183,1.20635748204618,1.0,1.29807727171643,1.0
38.125,39.875,4.40863749047366,1.0599747890293,11.2019104532676,1.3217821569726,1.0,1.56595966603496,1.0
38.375,39.875,2.35583655240206,1.01254989973979,4.63316298947476,1.3276327659588,1.0,1.20578425945622,1.0
38.625,39.875,3.57227973022818,1.03323063859255,8.34898570976635,1.41584153222566,1.0,1.2939981894918,1.0
38.875,39.875,3.56874641794252,1.05715491394005,8.34898570976635,1.383309759716,1.0,1.29190577138769,1.0
39.125,39.875,2.80385068206752,1.02495087107809,5.91346910684416,1.32013205254432,1.0,1.25483900013537,1.0
39.375,39.875,4.10870668681495,1.41772406526131,5.91346910684416,1.42326729722542,1.0,1.76787423615408,1.0
39.625,39.875,3.60106000295881,1.12174169556929,6.21216415178658,1.30363038860925,1.0,1.76787423615408,1.0
39.875,39.875,2.78259087283161,1.0483075818508,5.5062728353066,1.33080957549633,1.0,1.2897529224358,1.0
40.125,39.875,11.3784892065427,1.06958811826045,7.96476685174621,2.20349696603152,1.0,16.041111710048,10.5109016493996
40.375,39.875,14.7716913625208,1.06692322262443,4.72123976981286,2.43447865590011,100.0,55.5887656636757,90.4260616491337
40.625,39.875,11.6153060540537,1.16109018868739,6.43682432646799,2.02970280505643,1.0,21.1362253321279,14.165193727701
40.875,39.875,19.1991043840964,1.11432798428111,10.7768436469654,2.2008486313395,68.5403956045019,61.1879443178082,40.4286072985961
41.125,39.875,9.68262335107553,2.26873607918768,8.01071979031704,2.72643908415691,1.0,3.75720486782565,1.0
41.375,39.875,10.2942618775284,3.20134304537631,7.71330087491781,2.40280144285448,1.0,3.75720486782565,1.0
41.625,39.875,2.52220358437114,1.19882339593207,3.80855904947413,1.07496464901631,1.0,1.70858402063351,1.0
41.875,39.875,3.77705705418969,1.21984158707137,6.81338451876499,1.24283483122835,1.0,1.71254224116259,1.0
42.125,39.875,5.13349279242236,1.0638633429414,4.69571033326706,3.57227703132252,1.0,1.94811679349087,1.0
42.375,39.875,7.66034267214362,1.11150580762637,8.64895782848396,4.51423272047893,1.0,2.21510783280476,1.0
42.625,39.875,4.12861308229129,1.16236308718672,4.88079939738359,1.74550779975287,1.0,2.15228996654548,1.0
42.875,39.875,2.21463368756428,1.13305276868367,4.88079939738359,1.0242403549428,1.0,1.20441701152537,1.0
43.125,39.875,19.1522490768588,1.15751699350848,4.63443935507595,3.71667937477036,100.0,80.4463377093325,98.4765383276609
43.375,39.875,14.7901611876281,1.07418815835868,7.37248128003413,3.15931598738869,81.2748144168665,27.3552847380685,1.0
43.625,39.875,1.0,,6.03983992397195,1.59405942010407,1.0,1.30420344890934,1.0
43.875,39.875,3.01566362146952,1.25237965937888,4.85782269204017,1.20860361816859,1.0,1.55549002165842,1.0
44.125,39.875,5.10069888379449,1.99930726891697,6.96400887895339,1.53331550041048,1.0,1.60412174640316,1.0
44.375,39.875,21.0612187862562,1.21244149337901,5.47180789532048,4.26907397732876,95.8771733954401,78.1726572773244,94.2655431162013
44.625,39.875,26.0004305726865,2.51704112137898,5.47180789532048,4.26878811109184,95.8771733954401,78.1726572773244,94.2655431162013
44.875,39.875,3.31077709107653,1.0902977152036,5.80369175070583,1.47383304515688,1.0,1.46052294438428,1.0
45.125,39.875,4.08104951243621,1.07047901590272,5.21523598397132,1.58811884351296,1.0,2.34524566348236,1.0
45.375,39.875,4.28584498097235,1.14251670270863,4.81952841919247,1.78900656133595,1.0,2.34524566348236,1.0
45.625,39.875,9.79211130411632,1.07419310819985,7.96221317631183,2.83506400514357,20.4530980327342,7.93421528126934,1.0
45.875,39.875,5.51794743081471,1.04809728368084,8.22389102218175,2.70201215649595,1.0,1.77363782826036,1.0
46.125,39.875,2.40795441471779,1.11201870264393,4.98419374522596,1.13861386728759,1.0,1.23227563234839,1.0
46.375,39.875,3.0593834544997,1.16634050218186,6.90784407134103,1.09230277709442,1.0,1.33435088809174,1.0
46.625,39.875,2.76342488671956,1.75268372686783,2.60994776640788,1.0,4.61458687735076,2.13995451974397,1.0
46.875,39.875,4.22567161827618,1.57522724406554,8.80851745605469,1.0,1.0,1.61475002175511,1.0
47.125,39.875,3.32298268424712,1.35203759268959,7.86903069751097,1.0,1.0,1.28932990650139,1.0
47.375,39.875,1.33944499523868,1.20868097142418,2.23976940211683,1.01710171023808,1.0,1.28932990650139,1.0
47.625,39.875,1.0,,5.18460084896276,1.36963692632052,1.0,1.52260808661433,1.0
47.875,39.875,18.9320106668855,1.3202291018892,4.81952841919247,4.27826985274211,91.6796920323136,56.6711690166209,26.3660506446763
48.125,39.875,28.8826029788466,1.61778549156567,6.89380286943794,10.5130516656555,91.6796920323136,56.8476686383238,26.3597072941242
48.375,39.875,26.4533736726723,2.07438221072206,5.17438897992125,7.85986220482552,91.6252060691909,57.8900138930519,26.3483783986309
48.625,39.875,3.40012229852405,1.53176430428382,4.22979652291477,1.63366340174533,1.0,1.3547689607828,1.0
48.875,39.875,1.0,,5.35181914225663,9.98857517053585,77.2912431471419,68.8780378587175,50.3418270904239
49.125,39.875,14.2012756111349,1.15946631620426,5.35181914225663,2.39371002310573,94.4694972274327,40.4521791061552,47.9790678118715
49.375,39.875,,,4.68039252970478,2.96447277069092,90.4952625236889,38.7154229796759,46.434761273979
52.875,39.875,,,3.7243116019976,1.0,1.0,1.10223600179842,1.0
53.375,39.875,,,7.08910356653799,1.0,1.0,1.24022984268642,1.0
53.625,39.875,,,4.91271113405133,3.34747758242163,1.0,8.84271753896581,1.0
53.875,39.875,1.0,,6.54277140551274,1.0,1.0,1.29467803652924,1.0
54.125,39.875,3.4874048794807,1.00812970079703,5.9709100439997,1.25247526286852,1.0,1.9987427362121,1.0
54.375,39.875,4.30655549615246,1.0110615522112,9.15954891997989,1.26130005510727,1.0,1.9987427362121,1.0
54.625,39.875,3.13945789647817,1.00463913145042,9.23230766069771,1.0,1.0,1.32813406462717,1.0
54.875,39.875,3.19394219034432,1.0,9.50036757063157,1.0,1.0,1.33912492506575,1.0
55.125,39.875,23.6859122218235,1.0,5.64668532645348,35.0247524752475,1.0,16.7782094218943,1.0
55.375,39.875,16.1955815510208,1.00139086457467,1.42793044595435,38.4938494993909,1.0,16.6953360680306,1.0
55.625,39.875,22.1436147169243,1.00676344135905,6.27854130055645,24.8489436536732,1.0,16.7387405244431,1.0
55.875,39.875,23.8830540509359,1.00988930662965,8.39366299090999,23.9727700110709,1.0,16.8065817049234,1.0
56.125,39.875,13.5541136760349,1.01313470023693,10.1169057411723,5.62053859824001,1.0,8.99348495030167,1.0
56.375,39.875,3.25454893632918,1.00295426748177,9.74289828007764,1.0,1.0,1.34906579952429,1.0
56.625,39.875,21.2365654998168,1.00468286027265,10.0671229976239,13.3663366336634,1.0,16.8478408662399,1.0
56.875,39.875,16.3168940246347,1.00456798486043,4.71996316815367,11.8193069306931,1.0,16.8036508088065,1.0
57.125,39.875,8.25007026713913,1.0,3.98216011500595,3.34865622001119,1.0,8.84271753896581,1.0
57.375,39.875,2.79234857396211,1.0,7.84222489536399,1.0,1.0,1.27111755975402,1.0
57.625,39.875,1.58347713064744,1.0,3.88387122956833,1.0,1.0,1.10877764106977,1.0
57.875,39.875,2.96176287899865,1.0,8.52131040969697,1.0,1.0,1.29896862672107,1.0
58.125,39.875,1.97020197095345,1.0,4.9790878107052,1.0,1.0,1.15369286867652,1.0
58.375,39.875,2.31624939107719,1.0,6.0960047315843,1.0,1.0,1.1994994512879,1.0
58.625,39.875,2.78648928902647,1.0,7.81924795396257,1.0,1.0,1.27018088161355,1.0
58.875,39.875,2.75996979089224,1.0,7.71585360612019,1.0,1.0,1.26593561455755,1.0
59.125,39.875,2.93456099893003,1.0,8.41025692401546,1.0,1.0,1.29441365157024,1.0
59.375,39.875,3.72397235408498,1.0,11.9409910523065,1.0,1.0,1.43921351668858,1.0
59.625,39.875,4.77368696148159,1.0,17.5842927234008,1.0,1.0,1.6706636636564,1.0
59.875,39.875,4.77368696148159,1.0,17.5842927234008,1.0,1.0,1.6706636636564,1.0
60.125,39.875,1.0,1.00304275880208,1.88618550206175,1.0,1.0,1.02684851920251,1.0
60.375,39.875,1.56944074158731,1.00199027116051,3.84047102219988,1.0,1.0,1.10699493106049,1.0
60.625,39.875,11.8738858780955,1.0,4.24766705767943,4.79817201595495,1.0,16.8289411185992,1.0
60.875,39.875,13.6380157398056,1.00128653800429,5.09652383256667,6.2011463807361,1.0,16.6953360680306,1.0
61.125,39.875,11.5845054093809,1.00146787757478,4.47615609310641,4.24700373470193,1.0,16.7051787423615,1.0
61.375,39.875,14.6700143961381,1.0,4.47615609310641,8.92149953558894,1.0,16.6953360680306,1.0
61.625,39.875,1.44991458645673,1.0,3.54305187074265,1.0,1.0,1.09479545366646,1.0
61.875,39.875,1.0,1.00005035021222,2.0431921033576,1.0,1.0,1.03329195834623,1.0
62.125,39.875,1.03702969182199,1.00072866102847,2.6073946811185,1.0,1.0,1.05642186533106,1.0
62.375,39.875,13.1417169705659,1.01021100757736,4.81952841919247,2.99504959937369,33.53854642056,32.2339048480043,17.1425809954653
62.625,39.875,16.5428532124513,1.02501072284609,3.70516470163175,8.06169132194897,33.5200508042137,32.1776663902963,17.1436253160533
62.875,39.875,1.0,1.00651024518037,1.0,1.0,1.0,1.0,1.0
63.125,39.875,2.1858987870836,1.00911315899379,5.61732632098812,1.0,1.0,1.17987453347386,1.0
63.375,39.875,1.0,1.01258271917848,2.02021551604318,1.0,1.0,1.03234772634978,1.0
63.625,39.875,1.0,1.01111240426798,1.96149756412695,1.00866336707432,1.0,1.05291687616027,1.0
63.875,39.875,1.0,1.01881827052572,1.0,1.01794554381677,1.0,1.06862134272509,1.0
64.125,39.875,15.2131628131709,1.88472542432275,3.53284023775913,5.00380827648805,1.0,22.4994923808787,1.3526463862693
64.375,39.875,39.1506768280969,4.03734079682001,6.52107201000251,33.7656757619121,1.0,22.4994923808787,1.35287931649992
64.625,39.875,1.0,,3.54305187074265,11.600658681133,1.0,21.8320940980817,17.2800064086914
64.875,39.875,1.0,,2.60228886462674,7.46534696900018,100.0,79.4172608026183,99.3863474024404
65.125,39.875,12.7764887957086,1.01151704087411,5.35692507677739,1.0,100.0,79.4172608026183,99.3863474024404
65.375,39.875,2.07448089794971,1.09068726991663,4.15703707402295,1.0,1.0,1.36461163511371,1.0
65.625,39.875,2.82085000888545,1.3602219300695,5.52924930459202,1.0,1.0,1.34922443049969,1.0
65.875,39.875,5.14905998455347,2.53198465498367,4.6152919825941,1.0,1.0,2.99628229424505,1.0
66.125,39.875,33.7340513299807,2.97674920299266,4.63571572067714,10.2493578844731,100.0,82.2473733732016,99.8618173127127
66.375,39.875,1.0,,3.99875428416941,12.4183692554436,100.0,82.2473733732016,99.8618173127127
66.625,39.875,31.9706492848354,3.78924690850891,3.48816342873148,10.3757858276367,90.5169118749033,69.8941221331606,87.4653202472347
66.875,39.875,27.0094360682906,3.94933034877966,3.12692056788076,6.94200827343629,92.919113612411,61.3049195544555,70.1342365529278
67.125,39.875,7.63191159181747,2.07685963942273,4.81952841919247,2.56942770268657,1.0,3.70009016282488,1.0
67.375,39.875,6.83580667742009,2.07340799935974,4.04215425547987,2.2865099482017,1.0,3.70009016282488,1.0
67.625,39.875,4.19574293978683,1.76027293252473,4.04343062108106,1.13861383778034,1.0,2.72259853854038,1.0
67.875,39.875,4.67982497880087,1.0959190159741,13.3297967438651,1.19685495253837,1.0,1.60610841052367,1.0
68.125,39.875,2.78035869040508,1.20812737115539,4.728898435536,1.18511851766322,1.0,1.46125566841352,1.0
68.375,39.875,13.4164305547731,1.50779892902563,5.24459498943669,1.15731572455699,100.0,54.8162970212427,90.3346222225982
68.625,39.875,1.33642679687203,1.17345434604305,2.83205450171291,1.0,1.0,1.06564512347231,1.0
68.875,39.875,18.4898919098604,2.55700456033839,6.80572632515785,1.0,100.0,81.8924856658029,96.1314739567218
69.125,39.875,17.5433561985161,2.14601589901613,6.80572632515785,1.0,100.0,81.8924856658029,96.1314739567218
69.375,39.875,3.19084602719385,1.2932428334019,6.94741447373192,1.0,1.0,1.41340199083385,1.0
69.625,39.875,3.82697903769112,1.55894130763441,7.69160053517559,1.05047090218799,1.0,1.44283181369895,1.0
69.875,39.875,4.08330482014982,1.15172986937041,11.7125010726475,1.05610561400357,1.0,1.46125566841352,1.0
70.125,39.875,2.12293878866544,1.06186460297887,4.68932779708711,1.08129233121872,1.0,1.18893160678373,1.0
70.375,39.875,3.16334858975097,1.13418562577503,7.09931496346351,1.25000001770435,1.0,1.24137802879409,1.0
70.625,39.875,1.0,,8.64895782848396,1.04356435413408,100.0,79.3275512091004,98.7893283957302
70.875,39.875,2.59543471437158,1.12782200374226,6.31172963888338,1.0,1.0,1.23547091342435,1.0
71.125,39.875,3.07074687938948,1.26590548765541,4.22086078341645,1.0,1.0,2.21280390673345,1.0
71.375,39.875,2.76604431595427,1.14222126136912,4.84505785573827,1.01897689781272,1.0,1.73876922909576,1.0
71.625,39.875,3.83661271008312,1.07432350811392,4.07917216272637,2.22970306283177,1.0,1.8695869068108,1.0
71.875,39.875,4.27445336785802,1.08786062291353,3.48816342873148,2.27301439436355,1.0,2.66306659962871,1.0
72.125,39.875,5.95263767488432,1.03552408590175,4.29362023230826,4.22592304720737,1.0,2.64898621209777,1.0
72.375,39.875,1.72424590324871,1.03261189369282,1.0,2.84128401539113,1.0,1.63401235448252,1.0
72.625,39.875,3.7743720230689,1.01056164407199,1.15221153096397,3.20865446978276,10.1979378426429,4.72792068330368,1.0
72.875,39.875,6.6028035045388,1.01692768754345,1.18157049216846,3.72937268549853,39.674184818079,14.4560634499729,1.0
73.125,39.875,4.90640262247711,1.03397574460152,5.15396524183821,1.18511851766322,13.0385464960986,4.95376586914062,1.0
73.375,39.875,2.85131282690434,1.07708298186264,5.77688594855884,1.2978325090786,1.0,1.28064297213413,1.0
73.625,39.875,1.12926363861334,1.02285968121326,2.73631881959367,1.00375554791772,1.0,1.06170956451114,1.0
73.875,39.875,2.08126772497589,1.0,4.97270527452526,1.08389785826796,1.0,1.15342848371751,1.0
74.125,39.875,2.94391772293014,1.01912119010888,6.90784407134103,1.21512153361103,1.0,1.27991780196086,1.0
74.375,39.875,4.43528894168307,1.01955494668224,7.00740955843784,2.07920794439788,1.0,1.67663120987392,1.0
74.625,39.875,1.95595814896284,1.0,4.78251051194597,1.02310230826387,1.0,1.16201721795715,1.0
74.875,39.875,1.1596827136513,1.0,2.68015389395232,1.03800702876974,1.0,1.10003782971071,1.0
75.125,39.875,3.0513157112277,1.00087635864568,8.64895782848396,1.03510351538068,1.0,1.30420344890934,1.0
75.375,39.875,1.76727591976056,1.0,4.38424974384874,1.0,1.0,1.12930146774443,1.0
75.625,39.875,4.78901742063528,1.0107439398618,16.3078166470669,1.10941864181273,1.0,1.6183078879177,1.0
75.875,39.875,2.77791696362223,1.0190603996415,6.00665158564501,1.12211221810615,1.0,1.43822396155631,1.0
76.125,39.875,1.0,,5.27523059656124,2.29595934990609,1.0,2.18908479898283,1.0
76.375,39.875,1.0,,1.58876646863352,2.83373169379659,1.0,2.99618409411742,1.0
76.625,39.875,6.2253297286516,1.06480149644436,4.69188100040549,3.07673251274789,1.0,3.62412858717512,1.0
76.875,39.875,6.25614841154454,1.08636349144548,3.56730517774525,3.45895856913954,1.0,4.20815496161433,1.0
77.125,39.875,7.02917693394112,1.04291617575258,7.37248128003413,2.14191427325258,1.0,4.63371654548267,1.0
77.375,39.875,1.0,,3.69622896213343,5.21198263262758,1.0,4.64942101204749,1.0
77.625,39.875,7.96327148524416,1.01284692893819,4.50679193628897,4.85973617818096,1.0,4.81914104801593,1.0
77.875,39.875,6.14555765786196,1.01364566068543,4.73017527325319,2.28484385084398,1.0,4.92174507367729,1.0
