x,y,freshwater_hci,popden2010,maxRDD,meanUSE,maxDOF,minCSI,maxSED
-105.875,64.625,1.0,,1.0,1.0,1.0,1.0,1.0
-105.625,64.625,1.0,,1.0,1.0,1.0,1.0,1.0
-105.375,64.625,1.0,,1.0,1.0,1.0,1.0,1.0
-105.125,64.625,1.0,,1.0,1.0,1.0,1.0,1.0
-104.875,64.625,1.0,,1.0,1.0,1.0,1.0,1.0
-104.625,64.625,1.0,,1.0,1.0,1.0,1.0,1.0
-104.375,64.625,1.0,,1.0,1.0,1.0,1.0,1.0
-104.125,64.625,1.0,,1.0,1.0,1.0,1.0,1.0
-103.875,64.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-103.625,64.625,1.0,,1.0,1.0,1.0,1.0,1.0
-103.375,64.625,1.0,,1.0,1.0,1.0,1.0,1.0
-103.125,64.625,1.0,,1.0,1.0,1.0,1.0,1.0
-102.875,64.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-102.625,64.625,1.0,,1.0,1.0,1.0,1.0,1.0
-102.375,64.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-102.125,64.625,1.0,,1.0,1.0,1.0,1.0,1.0
-101.875,64.625,1.0,,1.0,1.0,1.0,1.0,1.0
-101.625,64.625,1.0,,1.0,1.0,1.0,1.0,1.0
-101.375,64.625,1.0,,1.0,1.0,1.0,1.0,1.0
-101.125,64.625,1.0,,1.0,1.0,1.0,1.0,1.0
-100.875,64.625,1.0,,1.0,1.0,1.0,1.0,1.0
-100.625,64.625,1.0,,1.0,1.0,1.0,1.0,1.0
-100.375,64.625,1.0,,1.0,1.0,1.0,1.0,1.0
-100.125,64.625,1.0,,1.0,1.0,1.0,1.0,1.0
-99.875,64.625,1.0,,1.0,1.0,1.0,1.0,1.0
-99.625,64.625,1.0,,1.0,1.0,1.0,1.0,1.0
-99.375,64.625,1.0,,1.0,1.0,1.0,1.0,1.0
-99.125,64.625,1.0,,1.0,1.0,1.0,1.0,1.0
-98.875,64.625,1.0,,1.0,1.0,1.0,1.0,1.0
-98.625,64.625,1.0,,1.0,1.0,1.0,1.0,1.0
-98.375,64.625,1.0,,1.0,1.0,1.0,1.0,1.0
-98.125,64.625,1.0,,1.0,1.0,1.0,1.0,1.0
-97.875,64.625,1.0,,1.0,1.0,1.0,1.0,1.0
-97.625,64.625,1.0,,1.0,1.0,1.0,1.0,1.0
-97.375,64.625,1.0,,1.0,1.0,1.0,1.0,1.0
-97.125,64.625,1.0,,1.0,1.0,1.0,1.0,1.0
-96.875,64.625,1.0,,1.0,1.0,1.0,1.0,1.0
-96.625,64.625,1.0,,1.0,1.0,1.0,1.0,1.0
-96.375,64.625,1.0,,1.0,1.0,1.0,1.0,1.0
-96.125,64.625,1.0,,1.0,1.0,1.0,1.0,1.0
-95.875,64.625,1.0,,1.0,1.0,1.0,1.0,1.0
-95.625,64.625,1.0,,1.0,1.0,1.0,1.0,1.0
-95.375,64.625,1.0,,1.0,1.0,1.0,1.0,1.0
-95.125,64.625,1.0,,1.0,1.0,1.0,1.0,1.0
-94.875,64.625,1.0,,1.0,1.0,1.0,1.0,1.0
-94.625,64.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-94.375,64.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-94.125,64.625,1.0,,1.0,1.0,1.0,1.0,1.0
-93.875,64.625,1.0,,1.0,1.0,1.0,1.0,1.0
-93.625,64.625,1.0,,1.0,1.0,1.0,1.0,1.0
-93.375,64.625,1.0,,1.0,1.0,1.0,1.0,1.0
-93.125,64.625,1.0,,1.0,1.0,1.0,1.0,1.0
-92.875,64.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-92.625,64.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-92.375,64.625,1.0,,1.0,1.0,1.0,1.0,1.0
-92.125,64.625,1.0,,1.0,1.0,1.0,1.0,1.0
-91.875,64.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-91.625,64.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-91.375,64.625,1.0,,1.0,1.0,1.0,1.0,1.0
-91.125,64.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-90.875,64.625,1.0,,1.0,1.0,1.0,1.0,1.0
-90.625,64.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-90.375,64.625,1.0,,1.0,1.0,1.0,1.0,1.0
-90.125,64.625,1.0,,1.0,1.0,1.0,1.0,1.0
-89.875,64.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-89.625,64.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-89.375,64.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-89.125,64.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-88.875,64.625,1.0,,1.0,1.0,1.0,1.0,1.0
-88.625,64.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-88.375,64.625,1.0,,1.0,1.0,1.0,1.0,1.0
-88.125,64.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-87.875,64.625,1.0,,1.0,1.0,1.0,1.0,1.0
-87.625,64.625,,,1.0,1.0,1.0,1.0,1.0
-87.375,64.625,,,1.0,1.0,1.0,1.0,1.0
-86.375,64.625,,,1.0,1.0,1.0,1.0,1.0
-86.125,64.625,1.0,,1.0,1.0,1.0,1.0,1.0
-85.875,64.625,1.0,,1.0,1.0,1.0,1.0,1.0
-85.625,64.625,1.0,,1.0,1.0,1.0,1.0,1.0
-85.375,64.625,1.0,,1.0,1.0,1.0,1.0,1.0
-85.125,64.625,1.0,,1.0,1.0,1.0,1.0,1.0
-84.875,64.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-84.625,64.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-84.375,64.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-84.125,64.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-83.875,64.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-83.625,64.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-83.375,64.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-83.125,64.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-82.875,64.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-82.625,64.625,1.0,,1.0,1.0,1.0,1.0,1.0
-82.375,64.625,1.0,,1.0,1.0,1.0,1.0,1.0
-82.125,64.625,,,1.0,1.0,1.0,1.0,1.0
-81.875,64.625,,,1.0,1.0,1.0,1.0,1.0
-78.125,64.625,,,1.0,1.0,1.0,1.0,1.0
-77.875,64.625,1.0,,1.0,1.0,1.0,1.0,1.0
-77.625,64.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-77.375,64.625,1.0,,1.0,1.0,1.0,1.0,1.0
-77.125,64.625,1.0,,1.0,1.0,1.0,1.0,1.0
-76.875,64.625,1.0,,1.0,1.0,1.0,1.0,1.0
-76.625,64.625,1.0,,1.0,1.0,1.0,1.0,1.0
-76.375,64.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-76.125,64.625,1.0,,1.0,1.0,1.0,1.0,1.0
-75.875,64.625,,,1.0,1.0,1.0,1.0,1.0
-75.625,64.625,,,1.0,1.0,1.0,1.0,1.0
-75.375,64.625,,,1.0,1.0,1.0,1.0,1.0
-75.125,64.625,1.0,,1.0,1.0,1.0,1.0,1.0
-74.875,64.625,,,1.0,1.0,1.0,1.0,1.0
-74.625,64.625,,,1.0,1.0,1.0,1.0,1.0
-74.375,64.625,,,1.0,1.0,1.0,1.0,1.0
-74.125,64.625,,,1.0,1.0,1.0,1.0,1.0
-73.875,64.625,,,1.0,1.0,1.0,1.0,1.0
-73.625,64.625,,,1.0,1.0,1.0,1.0,1.0
-73.375,64.625,,,1.0,1.0,1.0,1.0,1.0
-73.125,64.625,,,1.0,1.0,1.0,1.0,1.0
-72.875,64.625,1.0,,1.0,1.0,1.0,1.0,1.0
-72.625,64.625,1.0,,1.0,1.0,1.0,1.0,1.0
-72.375,64.625,1.0,,1.0,1.0,1.0,1.0,1.0
-72.125,64.625,1.0,,1.0,1.0,1.0,1.0,1.0
-71.875,64.625,1.0,,1.0,1.0,1.0,1.0,1.0
-71.625,64.625,1.0,,1.0,1.0,1.0,1.0,1.0
-71.375,64.625,1.0,,1.0,1.0,1.0,1.0,1.0
-71.125,64.625,1.0,,1.0,1.0,1.0,1.0,1.0
-70.875,64.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-70.625,64.625,1.0,,1.0,1.0,1.0,1.0,1.0
-70.375,64.625,1.0,,1.0,1.0,1.0,1.0,1.0
-70.125,64.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-69.875,64.625,1.0,,1.0,1.0,1.0,1.0,1.0
-69.625,64.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-69.375,64.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-69.125,64.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-68.875,64.625,1.0,,1.0,1.0,1.0,1.0,1.0
-68.625,64.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-68.375,64.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-68.125,64.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-67.875,64.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-67.625,64.625,1.0,,1.0,1.0,1.0,1.0,1.0
-67.375,64.625,1.0,,1.0,1.0,1.0,1.0,1.0
-67.125,64.625,1.0,,1.0,1.0,1.0,1.00580347646581,1.0
-66.875,64.625,1.0,,1.0,1.0,1.0,1.0,1.0
-66.625,64.625,1.0,,1.0,1.0,1.0,1.0,1.0
-66.375,64.625,1.0,,1.0,1.0,1.0,1.0,1.0
-66.125,64.625,,,1.0,1.0,1.0,1.0,1.0
-65.875,64.625,,,1.0,1.0,1.0,1.0,1.0
-65.625,64.625,,,1.0,1.0,1.0,1.0,1.0
-65.375,64.625,,,1.0,1.0,1.0,1.0,1.0
-52.125,64.625,,,1.0,1.0,1.0,1.0,1.0
-51.875,64.625,1.0,,1.0,1.0,1.0,1.0,1.0
-51.625,64.625,1.0,,1.0,1.0,1.0,1.0,1.0
-51.375,64.625,,,1.0,1.0,1.0,1.0,1.0
-51.125,64.625,,,1.0,1.0,1.0,1.0,1.0
-50.875,64.625,,,1.0,1.0,1.0,1.0,1.0
-50.625,64.625,,,1.0,1.0,1.0,1.0,1.0
-50.375,64.625,,,1.0,1.0,1.0,1.0,1.0
-50.125,64.625,,,1.0,1.0,1.0,1.0,1.0
-49.875,64.625,1.0,,1.0,1.0,1.0,1.0,1.0
-49.625,64.625,1.0,,1.0,1.0,1.0,1.0,1.0
-49.375,64.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-49.125,64.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-48.875,64.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-48.625,64.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-48.375,64.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-48.125,64.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-47.875,64.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-47.625,64.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-47.375,64.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-47.125,64.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-46.875,64.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-46.625,64.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-46.375,64.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-46.125,64.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-45.875,64.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-45.625,64.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-45.375,64.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-45.125,64.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-44.875,64.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-44.625,64.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-44.375,64.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-44.125,64.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-43.875,64.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-43.625,64.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-43.375,64.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-43.125,64.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-42.875,64.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-42.625,64.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-42.375,64.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-42.125,64.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-41.875,64.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-41.625,64.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-41.375,64.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-41.125,64.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-40.875,64.625,1.0,,1.0,1.0,1.0,1.0,1.0
-40.625,64.625,,,1.0,1.0,1.0,1.0,1.0
-23.875,64.625,,,4.40595031964897,1.0,1.0,1.1301852688931,1.0
-23.625,64.625,,,4.00768955155174,1.0,1.0,1.11386138613861,1.0
-22.375,64.625,,,3.67835842736877,1.0,1.0,1.10034753780554,1.0
-22.125,64.625,,,5.76284474665576,1.0,1.0,1.18584207969137,1.0
-21.875,64.625,,,5.64540872479429,1.0,1.0,1.18102271958153,1.0
-21.625,64.625,,,13.7548635501673,1.0,1.0,1.51360389029626,1.0
-21.375,64.625,2.80274747036242,1.0,7.88307189941406,1.0,1.0,1.27278696192373,1.0
-21.125,64.625,2.29862461888382,1.0,6.03601059111038,1.0,1.0,1.19703689424118,1.0
-20.875,64.625,3.14448825577753,1.0,9.28719586665087,1.0,1.0,1.33037755985071,1.0
-20.625,64.625,1.59947472183855,1.0,3.92599483527759,1.0,1.0,1.11049992023128,1.0
-20.375,64.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-20.125,64.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-19.875,64.625,1.0,,4.7914457793283,1.0,1.0,1.14600304329749,1.0
-19.625,64.625,1.78125533274008,1.0,4.42382085441363,1.0,1.0,1.13091799292234,1.0
-19.375,64.625,1.82411065863648,1.0,4.54636257473785,1.0,1.0,1.13594886099938,1.0
-19.125,64.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-18.875,64.625,1.98308322833777,1.0,1.0,1.0,1.0,5.79771287370436,14.9429359058342
-18.625,64.625,1.0,,2.54995327184696,1.0,100.0,78.3378676612779,95.0862771213645
-18.375,64.625,9.83227185393232,1.0,6.5606419402774,1.0,91.4193257246867,29.6784051574103,1.0
-18.125,64.625,1.0,,6.0960047315843,1.0,1.0,1.1994994512879,1.0
-17.875,64.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-17.625,64.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-17.375,64.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-17.125,64.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-16.875,64.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-16.625,64.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-16.375,64.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-16.125,64.625,2.68210759861523,1.0,1.0,1.0,27.1768702138769,9.29774671497911,1.0
-15.875,64.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-15.625,64.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-15.375,64.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-15.125,64.625,1.0,1.0,1.0,1.0,1.0,1.00580347646581,1.0
-14.875,64.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-14.625,64.625,,,16.3078166470669,1.0,1.0,1.6183078879177,1.0
-14.375,64.625,,,5.57009678075809,1.0,1.0,1.17793319248917,1.0
-14.125,64.625,,,3.54305187074265,1.0,1.0,1.09479545366646,1.0
10.875,64.625,,,4.0753428298648,1.0,1.0,1.11663365128017,1.0
11.125,64.625,,,3.67069952558763,1.0,1.0,1.10003782971071,1.0
11.375,64.625,,,6.39597685030191,1.01260126079663,1.0,1.22751670308632,1.0
11.625,64.625,,,4.71741043695129,1.01386139003357,1.0,1.14296639319694,1.0
11.875,64.625,1.0,,4.89484059928667,1.01817644911237,1.0,1.15023320264155,1.0
12.125,64.625,1.0,,6.5606419402774,1.0,1.0,1.21855782990408,1.0
12.375,64.625,1.0,,8.90425313817392,1.0,5.043892813201,7.97705319848391,12.903089806585
12.625,64.625,6.97326954201778,1.0,6.0960047315843,1.0,14.7969897430722,12.2569697918278,15.5689843810431
12.875,64.625,8.51521348645883,1.0,6.0960047315843,1.0,35.9366161988513,21.1343293142791,17.9906372976775
13.125,64.625,1.0,,8.48939820091323,1.0,1.0,1.29765425578202,1.0
13.375,64.625,1.0,,3.96811844098686,1.0,1.0,1.11223730710473,1.0
13.625,64.625,1.0,,1.16369982462118,1.08910891236645,27.5593219417157,9.48189461585319,1.0
13.875,64.625,1.0,,1.0,1.15765423172771,43.8411108338007,14.6786378161742,1.0
14.125,64.625,1.0,,5.1680064437413,1.09562271154753,100.0,57.5068067796159,96.1938612531907
14.375,64.625,1.0,1.0,1.19433523994861,1.0,1.0,1.0,1.0
14.625,64.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0
14.875,64.625,1.0,,1.0,1.0,1.0,1.0,1.0
15.125,64.625,1.0,,1.0,1.0,93.3821574296101,49.4358931437577,54.7995841149056
15.375,64.625,1.0,,4.2642612268429,1.0,100.0,70.5312672227916,96.3738998564163
15.625,64.625,1.0,,4.83867579167432,1.0,100.0,70.5312672227916,96.3738998564163
15.875,64.625,2.04599637180089,1.0,5.21268325276894,1.0,1.0,1.16327115804842,1.0
16.125,64.625,1.0,,2.24742830389797,1.01294744907334,1.0,1.04632991375309,1.0
16.375,64.625,1.0,,2.30742268042989,1.02178217972269,68.5539547759708,27.6747901840965,2.53963057357486
16.625,64.625,1.0,,4.60380398400939,1.00913937618532,94.0070954879912,62.6894318231262,90.626057539836
16.875,64.625,8.76243043245097,1.0,2.18488096010567,1.0,91.6974587015586,63.9312744140625,90.900708189105
17.125,64.625,1.0,,1.918097415773,1.00034141341353,1.0,1.03721240959545,1.0
17.375,64.625,1.26280317171739,1.0,3.0975617984734,1.0,1.0,1.07653022992729,1.0
17.625,64.625,1.0,,6.90784407134103,1.0,1.0,1.23279684841043,1.0
17.875,64.625,3.56978530822893,1.0,11.2019104532676,1.0,1.0,1.40890744653079,1.0
18.125,64.625,1.0,,3.13713243692228,1.0,100.0,65.5545074160736,85.0921933013614
18.375,64.625,10.4601974348004,1.0,3.56602834002806,1.0,100.0,65.5545074160736,85.0921933013614
18.625,64.625,15.0023630992494,1.08830129156018,10.0441470004544,1.0,100.0,65.5545074160736,85.0921933013614
18.875,64.625,11.6577864046722,1.0,5.1169475706497,1.0,100.0,63.3624086285582,76.7786158193456
19.125,64.625,1.0,,4.75570470979898,1.0,1.0,1.14453004138304,1.0
19.375,64.625,1.0,,3.36689831006645,1.0,1.0,1.08758152121364,1.0
19.625,64.625,1.0,1.0,1.82491458288514,1.0,1.0,1.02433308516399,1.0
19.875,64.625,1.0,,4.73145163885438,1.0,1.0,1.14354048625077,1.0
20.125,64.625,1.60865360849657,1.0,3.9502479062222,1.0,1.0,1.1115045830755,1.0
20.375,64.625,1.60865360849657,1.0,3.9502479062222,1.0,1.0,1.1115045830755,1.0
20.625,64.625,1.0,,8.31579737143942,1.01294744907334,100.0,54.0886340755047,32.7716034237701
20.875,64.625,1.0,,10.0198934573938,1.07142856658095,100.0,55.4670805978303,41.706651744276
21.125,64.625,,,10.2662539718175,1.0466761001856,100.0,54.6021338736657,36.4481973175955
21.375,64.625,,,5.83432735783039,1.01485148551736,1.0,1.18877297580832,1.0
24.375,64.625,,,11.1853165201621,1.68316830502878,100.0,60.1459654250948,92.3771546618773
24.625,64.625,,,6.53128340692803,1.14411441701474,100.0,60.1459654250948,92.3771546618773
24.875,64.625,7.98867347534489,1.00701071764573,4.29617296351065,1.05310530945806,46.7199910985361,23.6711785344794,24.7523562742932
25.125,64.625,10.5595666664407,1.01891673253019,7.62011745188496,1.10561056892471,54.3874230715308,28.0106950514387,33.4235616249613
25.375,64.625,9.89378470062849,1.00051746749789,6.50575420644024,1.03724658636764,55.7795307423809,29.3712955890316,38.9314859220297
25.625,64.625,1.0,,4.88462896630316,1.0466761001856,66.5627658957302,34.8187361613359,46.0455526219736
25.875,64.625,1.0,,3.60815241785333,1.0,1.0,1.09746951868038,1.0
26.125,64.625,1.32022457738302,1.0,3.23031515178114,1.0,1.0,1.08197656008277,1.0
26.375,64.625,12.87892982731,1.00581999683734,6.11259913680577,1.303630359102,100.0,55.0477547220664,80.0909967705755
26.625,64.625,13.3209495192528,1.0,5.51520810268893,1.56892608888078,100.0,56.6858083894937,87.517781776957
26.875,64.625,1.0,,4.55785080938056,1.22112208368755,100.0,57.3110259405457,91.506285714631
27.125,64.625,1.0,,4.32170240005644,1.05263157793791,26.9650430962591,9.25923715723623,1.0
27.375,64.625,1.0,,4.728898435536,1.0,26.9650430962591,9.25923715723623,1.0
27.625,64.625,1.0,,2.77206024320999,1.0,1.0,1.06318256642559,1.0
27.875,64.625,1.0,,9.92543437693379,1.0,90.9431381980971,34.5356554088026,28.9798604379786
28.125,64.625,1.0,,4.26809079576247,1.0,92.2995841149056,36.9672454229676,41.2587987314356
28.375,64.625,1.0,,5.54839644101587,1.0,100.0,43.4094381804513,65.9564103230391
28.625,64.625,1.0,,4.41616195263249,1.0,84.121303747196,27.363133194423,1.0
28.875,64.625,1.0,,16.3078166470669,1.0,1.0,1.6183078879177,1.0
29.125,64.625,1.0,,3.79834741649061,1.0,1.0,1.10527265189898,1.0
29.375,64.625,1.0,,5.37224288033967,1.0,1.0,1.16982035117574,1.0
29.625,64.625,1.0,,2.26657544032182,1.0,1.0,1.0424547856397,1.0
29.875,64.625,1.0,,2.846095821645,1.0,1.0,1.06621921652614,1.0
30.125,64.625,1.0,,2.32146400036198,1.0,1.0,1.04469828086324,1.0
30.375,64.625,1.58250259421526,1.0,3.88131826230795,1.0,1.0,1.10867188708617,1.0
30.625,64.625,1.0,,2.86268999080847,1.0,1.0,2.6517660310953,1.0
30.875,64.625,1.0,,3.98216011500595,1.0,1.0,2.6517660310953,1.0
31.125,64.625,1.0,1.0,1.87725017566492,1.0,1.0,1.02648593411587,1.0
31.375,64.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0
31.625,64.625,1.0,,4.45445622548018,1.0,1.0,1.13217193301361,1.0
31.875,64.625,1.0,,3.27499196080878,1.0,1.0,1.08380459322788,1.0
32.125,64.625,1.6340315493864,1.01439270126348,3.96811844098686,1.0,1.0,1.11223730710473,1.0
32.375,64.625,1.40102878874571,1.0,3.4230631176788,1.0,1.0,1.08987789342899,1.0
32.625,64.625,1.0,1.0,1.71896703172438,1.0,1.0,1.01998961798035,1.0
32.875,64.625,1.0,,3.41923378481723,1.0,1.0,1.08972681630956,1.0
33.125,64.625,1.0,,3.6617642582053,1.0,1.0,1.09967524462407,1.0
33.375,64.625,1.0,,3.68857029641029,1.0,1.0,1.10076299988397,1.0
33.625,64.625,1.0,,3.68857029641029,1.0,1.0,1.10076299988397,1.0
33.875,64.625,1.0,,3.38221587757073,1.0,1.0,1.08820093740331,1.0
34.125,64.625,2.25318535288706,1.0,5.8828334997196,1.0,1.0,1.19075963992884,1.0
34.375,64.625,1.0,1.0,1.22114124864635,1.0,1.0,1.0,1.0
34.625,64.625,3.4548703776211,1.00428621736493,3.02480258563958,1.03314679374199,1.0,4.71375720335705,1.0
34.875,64.625,,,1.85555001296619,1.01131541783562,1.0,4.61882789536278,1.0
36.625,64.625,,,2.57548282642176,1.0,1.0,1.05512260210396,1.0
36.875,64.625,,,4.14810180664062,1.0,1.0,1.11961742438892,1.0
37.125,64.625,1.0,1.0,1.78406734277706,1.0,1.0,1.0226561291383,1.0
37.375,64.625,1.0,,1.65897265519246,1.0,1.0,1.01752706093363,1.0
37.625,64.625,1.0,,3.69878216545181,1.0,1.0,1.10118601581838,1.0
37.875,64.625,1.0,,3.69878216545181,1.0,1.0,1.10118601581838,1.0
38.125,64.625,,,2.13509845261527,1.00052110518854,1.0,1.03706133247602,1.0
38.375,64.625,1.0,,1.67556688337043,1.0,1.0,1.01820690797107,1.0
38.625,64.625,1.0,1.0,1.98447421045587,1.0,1.0,1.03087472443533,1.0
38.875,64.625,,,4.20554321591217,1.0,1.0,1.12197422745204,1.0
39.125,64.625,,,2.40571132980951,1.0,1.0,1.04815794689821,1.0
39.375,64.625,,,1.0,1.0,1.0,1.0,1.0
39.625,64.625,,,1.0,2.80528056739581,1.0,1.8433145957418,1.0
39.875,64.625,,,4.25277299220019,3.44884490022565,1.0,2.50068135780863,1.0
40.125,64.625,,,5.37990154606281,2.53465340869261,1.0,1.639723069597,1.0
40.375,64.625,,,2.37124662588138,2.3019801272024,1.0,1.25091099503017,1.0
40.625,64.625,,,5.95431611089423,1.11386137138499,1.0,1.67326974396658,1.0
40.875,64.625,2.05527066532822,1.00768631010657,4.18129014496756,1.0,1.0,1.44864072894106,1.0
41.125,64.625,1.51688106509652,1.0,3.7115467656957,1.0,1.0,1.10170723188041,1.0
41.375,64.625,1.21757897832334,1.0,2.99544358017421,1.0,1.0,1.07234539371906,1.0
41.625,64.625,4.98751241553039,1.0,18.8607697439666,1.0,1.0,1.72300433168317,1.0
41.875,64.625,1.0,,5.01100001948895,1.0,1.0,1.15500723961556,1.0
42.125,64.625,1.0,1.0,1.0,1.0,1.0,1.00580347646581,1.0
42.375,64.625,1.0,1.0,1.0,1.0,1.0,1.00580347646581,1.0
42.625,64.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0
42.875,64.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0
43.125,64.625,1.0,1.0,1.38197730083277,1.0,1.0,1.00617361540842,1.0
43.375,64.625,2.16120193303937,1.03357669961925,5.42713155840883,1.0,1.0,1.17207140025526,1.0
43.625,64.625,2.11387787125089,1.0,5.42713155840883,1.0,1.0,1.17207140025526,1.0
43.875,64.625,2.39017121622316,1.0,6.35130004127427,1.0,1.0,1.20996909566445,1.0
44.125,64.625,1.60960906605599,1.0,3.95280110954058,1.0,1.0,1.11160278320312,1.0
44.375,64.625,1.10369210361399,1.0,2.74780705423638,1.0,1.0,1.06218545743735,1.0
44.625,64.625,2.99279828753039,1.0,8.64895782848396,1.0,1.0,1.30420344890934,1.0
44.875,64.625,1.36233332466823,1.0,3.32988040281995,1.0,1.0,1.08606319616337,1.0
45.125,64.625,1.91723503674687,1.0,4.81952841919247,1.0,1.0,1.14715122940517,1.0
45.375,64.625,1.0,,1.0,1.0,1.0,1.0,1.0
45.625,64.625,1.0,,1.0,1.0,1.0,1.0,1.0
45.875,64.625,2.62204919661942,1.0,7.18994518317799,1.0,1.0,1.24436935575882,1.0
46.125,64.625,1.49931472753305,1.0,3.66686995666806,1.0,1.0,1.0998791987353,1.0
46.375,64.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0
46.625,64.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0
46.875,64.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0
47.125,64.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0
